Product,Channel,gps_request_id,Plan_type,Plan_State,miningpassing,subscription_period,sales_code,OrderCat_OnPaymentType,FilterStatus,gps_request_status,Couponcode,gps_plan_id,order_created_at,Payment_month,Payment_Date,collection,RelayPrice_incl_gst,paid_status
GPS,Market,1040914,NON- AIS,,NON-AIS,ANNUAL,226429,PayLater,ACTIVE,ACTIVE,,257,2025-03-14T17:36:08,202503,15-03-2025,3400.0,0.0,Paid
GPS,FS,1093733,NON- AIS,,NON-AIS,ANNUAL,548540,Regular,ACTIVE,ACTIVE,,257,2025-05-16T16:36:55,202505,16-05-2025,2401.0,0.0,Paid
GPS,Market,1034323,NON- AIS,,NON-AIS,ANNUAL,307245,PayLater,ACTIVE,ACTIVE,,257,2025-03-06T13:02:47,202504,09-04-2025,3400.0,0.0,Paid
GPS,Market,1044850,NON- AIS,,NON-AIS,ANNUAL,895128,Regular,ACTIVE,ACTIVE,,257,2025-03-19T20:56:44,202503,19-03-2025,2650.0,0.0,Paid
GPS,Market,1054741,NON- AIS,,NON-AIS,ANNUAL,806636,Regular,ACTIVE,ACTIVE,,257,2025-04-01T14:47:53,202504,01-04-2025,3400.0,0.0,Paid
GPS,Market,1111008,NON- AIS,,NON-AIS,ANNUAL,73810,PayLater,ACTIVE,ACTIVE,,257,2025-06-07T13:39:28,202506,07-06-2025,3400.0,0.0,Paid
GPS,Market,1046225,NON- AIS,,NON-AIS,ANNUAL,588193,Regular,ACTIVE,ACTIVE,,257,2025-03-21T14:19:03,202503,21-03-2025,3000.0,0.0,Paid
GPS,Tele,1057909,NON- AIS,,NON-AIS,ANNUAL,456262,PayLater,ACTIVE,ACTIVE,,257,2025-04-05T10:21:23,202504,05-04-2025,3400.0,0.0,Paid
GPS,Toll,1041141,NON- AIS,,NON-AIS,ANNUAL,677887,Regular,ACTIVE,ACTIVE,,257,2025-03-15T12:08:26,202503,15-03-2025,3400.0,0.0,Paid
GPS,Market,1109377,NON- AIS,,NON-AIS,ANNUAL,854306,PayLater,ACTIVE,ACTIVE,,257,2025-06-05T15:09:40,202506,09-06-2025,3400.0,0.0,Paid
GPS,Market,1129618,NON- AIS,,NON-AIS,ANNUAL,166379,Regular,ACTIVE,ACTIVE,,257,2025-06-30T10:58:28,202506,30-06-2025,3699.0,300.0,Paid
GPS,Market,1035280,NON- AIS,,NON-AIS,ANNUAL,560973,Regular,ACTIVE,ACTIVE,,257,2025-03-07T13:49:20,202503,07-03-2025,3400.0,0.0,Paid
GPS,Market,1109414,NON- AIS,,NON-AIS,ANNUAL,14134,PayLater,ACTIVE,ACTIVE,,257,2025-06-05T15:32:52,202506,05-06-2025,3699.0,300.0,Paid
GPS,Market,1090419,NON- AIS,,NON-AIS,ANNUAL,476414,PayLater,ACTIVE,ACTIVE,,257,2025-05-12T16:07:11,202505,17-05-2025,3400.0,0.0,Paid
GPS,Market,1125574,NON- AIS,,NON-AIS,ANNUAL,58924,PayLater,ACTIVE,ACTIVE,,257,2025-06-25T11:12:34,202506,25-06-2025,3400.0,0.0,Paid
GPS,Market,1055239,NON- AIS,,NON-AIS,ANNUAL,387010,PayLater,ACTIVE,ACTIVE,,257,2025-04-02T11:37:30,202504,05-04-2025,3749.0,300.0,Paid
GPS,Market,1100262,NON- AIS,,NON-AIS,ANNUAL,51641,PayLater,ACTIVE,ACTIVE,,257,2025-05-25T10:42:35,202505,25-05-2025,3400.0,0.0,Paid
GPS,Market,1113815,NON- AIS,,NON-AIS,ANNUAL,144173,Regular,ACTIVE,ACTIVE,,257,2025-06-11T12:34:51,202506,11-06-2025,3400.0,0.0,Paid
GPS,Market,1033201,NON- AIS,,NON-AIS,ANNUAL,54784,Regular,ACTIVE,ACTIVE,,257,2025-03-05T10:27:19,202503,05-03-2025,3400.0,0.0,Paid
GPS,Tele,1099236,NON- AIS,,NON-AIS,ANNUAL,226385,PayLater,ACTIVE,ACTIVE,,257,2025-05-23T18:33:47,202505,23-05-2025,2650.0,0.0,Paid
GPS,Market,1128269,NON- AIS,,NON-AIS,ANNUAL,15382,PayLater,ACTIVE,ACTIVE,,257,2025-06-28T10:47:23,202506,30-06-2025,3400.0,0.0,Paid
GPS,Market,1056371,NON- AIS,,NON-AIS,ANNUAL,657622,PayLater,ACTIVE,ACTIVE,,257,2025-04-03T14:39:43,202504,28-04-2025,3400.0,0.0,Paid
GPS,Market,1069109,NON- AIS,,NON-AIS,ANNUAL,694065,PayLater,ACTIVE,ACTIVE,,257,2025-04-17T11:11:02,202504,18-04-2025,3400.0,0.0,Paid
GPS,Market,1129900,NON- AIS,,NON-AIS,ANNUAL,185963,PayLater,ACTIVE,ACTIVE,,257,2025-06-30T14:13:54,202506,30-06-2025,3400.0,0.0,Paid
GPS,Market,1046667,NON- AIS,,NON-AIS,ANNUAL,914816,PayLater,ACTIVE,ACTIVE,,257,2025-03-21T20:21:36,202503,24-03-2025,3400.0,0.0,Paid
GPS,Tele,1120887,NON- AIS,,NON-AIS,ANNUAL,585361,PayLater,ACTIVE,ACTIVE,,257,2025-06-19T16:57:38,202506,19-06-2025,2650.0,0.0,Paid
GPS,Market,1054829,NON- AIS,,NON-AIS,ANNUAL,50133,PayLater,ACTIVE,ACTIVE,,257,2025-04-01T15:47:06,202504,09-04-2025,3299.0,0.0,Paid
GPS,Market,1097419,NON- AIS,,NON-AIS,ANNUAL,461276,Regular,ACTIVE,ACTIVE,,257,2025-05-21T16:59:45,202505,21-05-2025,3400.0,0.0,Paid
GPS,Market,1047350,NON- AIS,,NON-AIS,ANNUAL,725885,Regular,ACTIVE,ACTIVE,,257,2025-03-22T15:18:07,202503,22-03-2025,3299.0,0.0,Paid
GPS,Tele,1076210,NON- AIS,,NON-AIS,ANNUAL,574235,PayLater,ACTIVE,ACTIVE,,257,2025-04-24T11:49:16,202504,24-04-2025,3299.0,0.0,Paid
GPS,Tele,1124251,NON- AIS,,NON-AIS,ANNUAL,576313,PayLater,ACTIVE,ACTIVE,,257,2025-06-23T17:35:51,202506,24-06-2025,3000.0,0.0,Paid
GPS,Market,1064326,NON- AIS,,NON-AIS,ANNUAL,136327,PayLater,ACTIVE,ACTIVE,,257,2025-04-12T11:37:25,202504,14-04-2025,3400.0,0.0,Paid
GPS,Market,1059481,NON- AIS,,NON-AIS,ANNUAL,553712,PayLater,ACTIVE,ACTIVE,,257,2025-04-07T14:12:02,202504,09-04-2025,3400.0,0.0,Paid
GPS,Market,1037022,NON- AIS,,NON-AIS,ANNUAL,311095,Regular,ACTIVE,ACTIVE,,257,2025-03-09T13:45:41,202503,09-03-2025,3400.0,0.0,Paid
GPS,Tele,1066899,NON- AIS,,NON-AIS,ANNUAL,449215,PayLater,ACTIVE,ACTIVE,,257,2025-04-15T12:40:33,202504,15-04-2025,3400.0,0.0,Paid
GPS,Market,1031258,NON- AIS,,NON-AIS,ANNUAL,99981,PayLater,ACTIVE,ACTIVE,,257,2025-03-02T16:06:05,202503,05-03-2025,3400.0,0.0,Paid
GPS,Tele,1114360,NON- AIS,,NON-AIS,ANNUAL,167020,PayLater,ACTIVE,ACTIVE,,257,2025-06-11T18:42:50,202506,11-06-2025,2650.0,0.0,Paid
GPS,Market,1079478,NON- AIS,,NON-AIS,ANNUAL,643023,PayLater,ACTIVE,ACTIVE,,257,2025-04-28T09:05:42,202504,28-04-2025,3400.0,0.0,Paid
GPS,Market,1116649,NON- AIS,,NON-AIS,ANNUAL,348284,Regular,ACTIVE,ACTIVE,,257,2025-06-14T13:37:54,202506,14-06-2025,3400.0,0.0,Paid
GPS,Market,1048977,NON- AIS,,NON-AIS,ANNUAL,887964,PayLater,ACTIVE,ACTIVE,,257,2025-03-24T19:32:22,202503,24-03-2025,3699.0,300.0,Paid
GPS,Market,1101398,NON- AIS,,NON-AIS,ANNUAL,806735,Regular,ACTIVE,ACTIVE,,257,2025-05-27T10:14:27,202505,27-05-2025,3500.0,0.0,Paid
GPS,Market,1125391,NON- AIS,,NON-AIS,ANNUAL,780263,Regular,ACTIVE,ACTIVE,,257,2025-06-24T20:07:07,202506,24-06-2025,3500.0,0.0,Paid
GPS,Market,1033472,NON- AIS,,NON-AIS,ANNUAL,393043,PayLater,ACTIVE,ACTIVE,,257,2025-03-05T13:06:42,202503,05-03-2025,3400.0,0.0,Paid
GPS,Market,1099578,NON- AIS,,NON-AIS,ANNUAL,39905,Regular,ACTIVE,ACTIVE,,257,2025-05-24T12:23:43,202505,24-05-2025,3299.0,0.0,Paid
GPS,Market,1048512,NON- AIS,,NON-AIS,ANNUAL,239953,Regular,ACTIVE,ACTIVE,,257,2025-03-24T13:16:45,202503,24-03-2025,3400.0,0.0,Paid
GPS,Market,1119182,NON- AIS,,NON-AIS,ANNUAL,48195,Regular,ACTIVE,ACTIVE,,257,2025-06-17T19:52:59,202506,17-06-2025,3599.0,0.0,Paid
GPS,Market,1125180,NON- AIS,,NON-AIS,ANNUAL,20761,Regular,ACTIVE,ACTIVE,,257,2025-06-24T17:26:50,202506,24-06-2025,3100.0,0.0,Paid
GPS,Market,1079187,NON- AIS,,NON-AIS,ANNUAL,864295,PayLater,ACTIVE,ACTIVE,,257,2025-04-27T13:17:41,202504,28-04-2025,3500.0,0.0,Paid
GPS,Tele,1079672,NON- AIS,,NON-AIS,ANNUAL,554577,PayLater,ACTIVE,ACTIVE,,257,2025-04-28T12:28:17,202504,28-04-2025,2650.0,0.0,Paid
GPS,Market,1119345,NON- AIS,,NON-AIS,ANNUAL,506046,PayLater,ACTIVE,ACTIVE,,257,2025-06-18T10:39:29,202506,18-06-2025,3449.0,0.0,Paid
GPS,Tele,1072118,NON- AIS,,NON-AIS,ANNUAL,791775,Pay999,ACTIVE,ACTIVE,,262,2025-04-19T17:04:38,202504,21-04-2025,3600.0,0.0,Paid
GPS,Market,1049116,NON- AIS,,NON-AIS,ANNUAL,108501,Regular,CONFIRMED,CONFIRMED,,257,2025-03-25T10:22:52,202503,25-03-2025,3599.0,0.0,Paid
GPS,Market,1124553,NON- AIS,,NON-AIS,ANNUAL,928126,PayLater,GenuineOrder,CANCELLED,,257,2025-06-24T10:52:02,202506,25-06-2025,3400.0,0.0,Paid
GPS,Market,1123003,NON- AIS,,NON-AIS,ANNUAL,36436,PayLater,CONFIRMED,CONFIRMED,,257,2025-06-21T18:51:41,202506,21-06-2025,3299.0,0.0,Paid
GPS,Tele,1130286,NON- AIS,,NON-AIS,ANNUAL,431296,PayLater,CONFIRMED,CONFIRMED,,257,2025-06-30T19:53:57,202506,30-06-2025,3299.0,0.0,Paid
GPS,Market,1120692,NON- AIS,,NON-AIS,ANNUAL,902504,PayLater,CONFIRMED,CONFIRMED,,257,2025-06-19T14:53:57,202506,25-06-2025,2650.0,0.0,Paid
GPS,Market,1085866,NON- AIS,,NON-AIS,ANNUAL,134796,PayLater,GenuineOrder,CANCELLED,,257,2025-05-06T15:21:47,202505,06-05-2025,3299.0,0.0,Paid
GPS,Market,1112438,NON- AIS,,NON-AIS,ANNUAL,30200,Regular,ACTIVE,ACTIVE,,257,2025-06-09T19:31:20,202506,09-06-2025,2650.0,0.0,Paid
GPS,Market,1105922,NON- AIS,,NON-AIS,ANNUAL,452306,PayLater,ACTIVE,ACTIVE,,257,2025-06-01T17:04:13,202506,30-06-2025,3699.0,300.0,Paid
GPS,Market,1125988,NON- AIS,,NON-AIS,ANNUAL,17432,Regular,ACTIVE,ACTIVE,,257,2025-06-25T15:57:38,202506,25-06-2025,3100.0,0.0,Paid
GPS,Market,1043792,NON- AIS,,NON-AIS,ANNUAL,65185,PayLater,ACTIVE,ACTIVE,,257,2025-03-18T17:56:36,202503,21-03-2025,3599.0,0.0,Paid
GPS,Market,1116046,NON- AIS,,NON-AIS,ANNUAL,323600,PayLater,ACTIVE,ACTIVE,,257,2025-06-13T17:09:28,202506,26-06-2025,3400.0,0.0,Paid
GPS,Market,1081353,NON- AIS,,NON-AIS,ANNUAL,27786,PayLater,ACTIVE,ACTIVE,,257,2025-04-30T12:25:47,202504,30-04-2025,3400.0,0.0,Paid
GPS,Toll,1111377,NON- AIS,,NON-AIS,ANNUAL,472290,Regular,ACTIVE,ACTIVE,,257,2025-06-08T09:05:08,202506,08-06-2025,3400.0,0.0,Paid
GPS,Market,1089668,NON- AIS,,NON-AIS,ANNUAL,13290,PayLater,ACTIVE,ACTIVE,,257,2025-05-11T12:41:15,202505,12-05-2025,3400.0,0.0,Paid
GPS,Market,1063082,NON- AIS,,NON-AIS,ANNUAL,349596,PayLater,ACTIVE,ACTIVE,,257,2025-04-11T09:23:36,202504,11-04-2025,3400.0,0.0,Paid
GPS,Market,1117171,NON- AIS,,NON-AIS,ANNUAL,56939,Regular,ACTIVE,ACTIVE,,257,2025-06-15T10:00:33,202506,15-06-2025,3599.0,0.0,Paid
GPS,Market,1116545,NON- AIS,,NON-AIS,ANNUAL,411723,Regular,ACTIVE,ACTIVE,,257,2025-06-14T12:43:16,202506,14-06-2025,3400.0,0.0,Paid
GPS,Market,1104250,NON- AIS,,NON-AIS,ANNUAL,506771,PayLater,ACTIVE,ACTIVE,,257,2025-05-30T14:09:04,202505,30-05-2025,3299.0,0.0,Paid
GPS,Tele,1039518,NON- AIS,,NON-AIS,ANNUAL,749308,PayLater,ACTIVE,ACTIVE,,257,2025-03-12T16:41:40,202503,12-03-2025,2650.0,0.0,Paid
GPS,Market,1113533,NON- AIS,,NON-AIS,ANNUAL,43865,Regular,ACTIVE,ACTIVE,,257,2025-06-11T00:22:22,202506,11-06-2025,3299.0,0.0,Paid
GPS,Market,1079930,NON- AIS,,NON-AIS,ANNUAL,482059,Regular,ACTIVE,ACTIVE,,257,2025-04-28T15:23:07,202504,28-04-2025,3400.0,0.0,Paid
GPS,Tele,1049163,NON- AIS,,NON-AIS,ANNUAL,310938,PayLater,ACTIVE,ACTIVE,,257,2025-03-25T10:57:43,202503,25-03-2025,3400.0,0.0,Paid
GPS,Market,1067432,NON- AIS,,NON-AIS,ANNUAL,751784,PayLater,ACTIVE,ACTIVE,,257,2025-04-15T17:52:13,202505,08-05-2025,3400.0,0.0,Paid
GPS,Market,1047546,NON- AIS,,NON-AIS,ANNUAL,81143,PayLater,ACTIVE,ACTIVE,,257,2025-03-22T17:25:17,202503,22-03-2025,3599.0,0.0,Paid
GPS,Market,1081506,NON- AIS,,NON-AIS,ANNUAL,50949,PayLater,ACTIVE,ACTIVE,,257,2025-04-30T14:16:16,202505,01-05-2025,3400.0,0.0,Paid
GPS,Market,1123072,NON- AIS,,NON-AIS,ANNUAL,80456,Regular,ACTIVE,ACTIVE,,257,2025-06-21T20:07:42,202506,21-06-2025,3100.0,0.0,Paid
GPS,Market,1039761,NON- AIS,,NON-AIS,ANNUAL,697722,Regular,ACTIVE,ACTIVE,,257,2025-03-12T21:14:54,202503,12-03-2025,3400.0,0.0,Paid
GPS,Toll,1117313,NON- AIS,,NON-AIS,ANNUAL,894484,Regular,ACTIVE,ACTIVE,,257,2025-06-15T13:59:30,202506,15-06-2025,3400.0,0.0,Paid
GPS,Market,1032692,NON- AIS,,NON-AIS,ANNUAL,10044,Regular,ACTIVE,ACTIVE,,257,2025-03-04T14:28:11,202503,04-03-2025,3100.0,0.0,Paid
GPS,Market,1118203,NON- AIS,,NON-AIS,ANNUAL,40431,PayLater,ACTIVE,ACTIVE,,257,2025-06-16T18:40:26,202506,16-06-2025,3400.0,0.0,Paid
GPS,Market,1057627,NON- AIS,,NON-AIS,ANNUAL,303439,PayLater,ACTIVE,ACTIVE,,257,2025-04-04T17:45:30,202504,11-04-2025,3400.0,0.0,Paid
GPS,Market,1102986,NON- AIS,,NON-AIS,ANNUAL,787094,Regular,ACTIVE,ACTIVE,,257,2025-05-28T19:55:34,202505,28-05-2025,3400.0,0.0,Paid
GPS,Market,1029060,NON- AIS,,NON-AIS,ANNUAL,77681,PayLater,ACTIVE,ACTIVE,,257,2025-02-27T17:51:43,202503,07-03-2025,3400.0,0.0,Paid
GPS,Market,1115748,NON- AIS,,NON-AIS,ANNUAL,922932,Regular,ACTIVE,ACTIVE,,257,2025-06-13T13:20:35,202506,13-06-2025,3400.0,0.0,Paid
GPS,Market,1042917,NON- AIS,,NON-AIS,ANNUAL,738941,Regular,ACTIVE,ACTIVE,,257,2025-03-17T19:10:08,202503,17-03-2025,3500.0,0.0,Paid
GPS,Tele,1102885,NON- AIS,,NON-AIS,ANNUAL,320611,PayLater,ACTIVE,ACTIVE,,257,2025-05-28T17:54:02,202506,03-06-2025,3400.0,0.0,Paid
GPS,Market,1030448,NON- AIS,,NON-AIS,ANNUAL,55520,PayLater,ACTIVE,ACTIVE,,257,2025-03-01T13:28:26,202503,03-03-2025,3400.0,0.0,Paid
GPS,Market,1057110,NON- AIS,,NON-AIS,ANNUAL,66887,PayLater,ACTIVE,ACTIVE,,257,2025-04-04T12:10:18,202504,08-04-2025,3599.0,0.0,Paid
GPS,Market,1031599,NON- AIS,,NON-AIS,ANNUAL,586890,PayLater,ACTIVE,ACTIVE,,257,2025-03-03T12:56:10,202503,03-03-2025,3699.0,300.0,Paid
GPS,Market,1087101,NON- AIS,,NON-AIS,ANNUAL,42846,Regular,ACTIVE,ACTIVE,,257,2025-05-08T10:40:21,202505,08-05-2025,3400.0,0.0,Paid
GPS,Tele,1031586,NON- AIS,,NON-AIS,ANNUAL,238975,PayLater,ACTIVE,ACTIVE,,257,2025-03-03T12:49:57,202503,03-03-2025,3400.0,0.0,Paid
GPS,Market,1124350,NON- AIS,,NON-AIS,ANNUAL,23757,PayLater,ACTIVE,ACTIVE,,257,2025-06-23T19:09:48,202506,24-06-2025,3400.0,0.0,Paid
GPS,Market,1095682,NON- AIS,,NON-AIS,ANNUAL,68297,Regular,ACTIVE,ACTIVE,,257,2025-05-19T15:29:54,202505,19-05-2025,3000.0,0.0,Paid
GPS,Market,1105911,NON- AIS,,NON-AIS,ANNUAL,428899,PayLater,ACTIVE,ACTIVE,,257,2025-06-01T16:29:12,202506,01-06-2025,3400.0,0.0,Paid
GPS,Market,1123359,NON- AIS,,NON-AIS,ANNUAL,511931,PayLater,ACTIVE,ACTIVE,,257,2025-06-22T14:33:31,202506,28-06-2025,3699.0,300.0,Paid
GPS,Market,1072704,NON- AIS,,NON-AIS,ANNUAL,739976,PayLater,ACTIVE,ACTIVE,,257,2025-04-20T13:56:09,202505,07-05-2025,3400.0,0.0,Paid
GPS,Market,1043912,NON- AIS,,NON-AIS,ANNUAL,318730,PayLater,ACTIVE,ACTIVE,,257,2025-03-18T20:21:38,202504,17-04-2025,3699.0,300.0,Paid
GPS,Tele,1102734,NON- AIS,,NON-AIS,ANNUAL,817460,PayLater,ACTIVE,ACTIVE,,257,2025-05-28T15:49:52,202505,28-05-2025,3400.0,0.0,Paid
GPS,Market,1111349,NON- AIS,,NON-AIS,ANNUAL,22153,PayLater,ACTIVE,ACTIVE,,257,2025-06-07T21:07:09,202506,30-06-2025,3400.0,0.0,Paid
GPS,Tele,1070667,NON- AIS,,NON-AIS,ANNUAL,197500,PayLater,ACTIVE,ACTIVE,,257,2025-04-18T15:58:33,202504,18-04-2025,3400.0,0.0,Paid
GPS,Market,1105728,NON- AIS,,NON-AIS,ANNUAL,902388,Regular,ACTIVE,ACTIVE,,257,2025-06-01T11:43:01,202506,01-06-2025,3400.0,0.0,Paid
GPS,Market,1029301,NON- AIS,,NON-AIS,ANNUAL,266932,PayLater,ACTIVE,ACTIVE,,257,2025-02-28T10:29:13,202503,01-03-2025,2650.0,0.0,Paid
GPS,Market,1086575,NON- AIS,,NON-AIS,ANNUAL,746203,Regular,ACTIVE,ACTIVE,,257,2025-05-07T14:11:48,202505,07-05-2025,3500.0,0.0,Paid
GPS,Market,1064597,NON- AIS,,NON-AIS,ANNUAL,350100,PayLater,ACTIVE,ACTIVE,,257,2025-04-12T14:15:50,202504,30-04-2025,3400.0,0.0,Paid
GPS,Market,1112174,NON- AIS,,NON-AIS,ANNUAL,896277,PayLater,ACTIVE,ACTIVE,,257,2025-06-09T15:58:35,202506,09-06-2025,3699.0,300.0,Paid
GPS,Market,1036669,NON- AIS,,NON-AIS,ANNUAL,187503,PayLater,ACTIVE,ACTIVE,,257,2025-03-08T18:26:16,202503,09-03-2025,3400.0,0.0,Paid
GPS,Market,1095065,NON- AIS,,NON-AIS,ANNUAL,68351,PayLater,ACTIVE,ACTIVE,,257,2025-05-18T12:54:08,202505,23-05-2025,3400.0,0.0,Paid
GPS,Market,1042132,NON- AIS,,NON-AIS,ANNUAL,482059,Regular,ACTIVE,ACTIVE,,257,2025-03-17T10:33:07,202503,17-03-2025,3400.0,0.0,Paid
GPS,Market,1027127,NON- AIS,,NON-AIS,ANNUAL,37741,PayLater,ACTIVE,ACTIVE,,257,2025-02-25T13:41:03,202503,01-03-2025,3400.0,0.0,Paid
GPS,Market,1037621,NON- AIS,,NON-AIS,ANNUAL,45743,PayLater,ACTIVE,ACTIVE,,257,2025-03-10T14:10:37,202503,10-03-2025,3599.0,0.0,Paid
GPS,Toll,1093969,NON- AIS,,NON-AIS,ANNUAL,677887,Regular,ACTIVE,ACTIVE,,257,2025-05-16T20:29:12,202505,16-05-2025,3400.0,0.0,Paid
GPS,Market,1038628,NON- AIS,,NON-AIS,ANNUAL,643306,Regular,ACTIVE,ACTIVE,,257,2025-03-11T15:06:40,202503,11-03-2025,3449.0,0.0,Paid
GPS,Market,1060879,NON- AIS,,NON-AIS,ANNUAL,63707,PayLater,ACTIVE,ACTIVE,,257,2025-04-08T21:02:35,202504,12-04-2025,3299.0,0.0,Paid
GPS,Market,1081970,NON- AIS,,NON-AIS,ANNUAL,21223,PayLater,ACTIVE,ACTIVE,,257,2025-05-01T11:01:13,202505,09-05-2025,3899.0,300.0,Paid
GPS,Tele,1099633,NON- AIS,,NON-AIS,ANNUAL,534126,PayLater,ACTIVE,ACTIVE,,257,2025-05-24T12:56:01,202505,24-05-2025,3400.0,0.0,Paid
GPS,Market,1057213,NON- AIS,,NON-AIS,ANNUAL,383612,PayLater,ACTIVE,ACTIVE,,257,2025-04-04T13:12:51,202504,25-04-2025,3299.0,0.0,Paid
GPS,Tele,1059571,NON- AIS,,NON-AIS,ANNUAL,817460,PayLater,ACTIVE,ACTIVE,,257,2025-04-07T15:27:10,202504,07-04-2025,3699.0,300.0,Paid
GPS,Market,1049247,NON- AIS,,NON-AIS,ANNUAL,72256,PayLater,ACTIVE,ACTIVE,,257,2025-03-25T11:52:55,202503,30-03-2025,3400.0,0.0,Paid
GPS,Market,1032052,NON- AIS,,NON-AIS,ANNUAL,125934,Regular,ACTIVE,ACTIVE,,257,2025-03-03T18:00:40,202503,03-03-2025,3400.0,0.0,Paid
GPS,Market,1074098,NON- AIS,,NON-AIS,ANNUAL,350100,PayLater,ACTIVE,ACTIVE,,257,2025-04-22T11:15:17,202504,22-04-2025,3400.0,0.0,Paid
GPS,Market,1110916,NON- AIS,,NON-AIS,ANNUAL,566811,PayLater,ACTIVE,ACTIVE,,257,2025-06-07T12:26:25,202507,01-07-2025,2400.0,0.0,Paid
GPS,Toll,1083079,NON- AIS,,NON-AIS,ANNUAL,472290,Regular,ACTIVE,ACTIVE,,257,2025-05-02T18:10:54,202505,02-05-2025,2950.0,0.0,Paid
GPS,Market,1072779,NON- AIS,,NON-AIS,ANNUAL,882244,PayLater,ACTIVE,ACTIVE,,257,2025-04-20T15:22:55,202504,23-04-2025,2650.0,0.0,Paid
GPS,Market,1088819,NON- AIS,,NON-AIS,ANNUAL,113339,PayLater,ACTIVE,ACTIVE,,257,2025-05-10T12:27:40,202505,10-05-2025,3400.0,0.0,Paid
GPS,Market,1067009,NON- AIS,,NON-AIS,ANNUAL,547570,Regular,ACTIVE,ACTIVE,,257,2025-04-15T13:29:03,202504,15-04-2025,3400.0,0.0,Paid
GPS,Market,1099204,NON- AIS,,NON-AIS,ANNUAL,580559,PayLater,ACTIVE,ACTIVE,,257,2025-05-23T17:58:01,202505,25-05-2025,3400.0,0.0,Paid
GPS,Market,1085524,NON- AIS,,NON-AIS,ANNUAL,746203,Regular,ACTIVE,ACTIVE,,257,2025-05-06T11:47:40,202505,06-05-2025,3599.0,0.0,Paid
GPS,Market,1111632,NON- AIS,,NON-AIS,ANNUAL,401714,Pay999,ACTIVE,ACTIVE,,257,2025-06-09T08:59:53,202506,17-06-2025,3400.0,0.0,Paid
GPS,Market,1115565,NON- AIS,,NON-AIS,ANNUAL,692623,Regular,ACTIVE,ACTIVE,,257,2025-06-13T11:36:40,202506,13-06-2025,3400.0,0.0,Paid
GPS,Market,1062035,NON- AIS,,NON-AIS,ANNUAL,944417,PayLater,ACTIVE,ACTIVE,,257,2025-04-10T09:53:20,202504,12-04-2025,3400.0,0.0,Paid
GPS,Market,1079831,NON- AIS,,NON-AIS,ANNUAL,30200,Regular,ACTIVE,ACTIVE,,257,2025-04-28T14:02:19,202504,28-04-2025,2650.0,0.0,Paid
GPS,Tele,1123939,NON- AIS,,NON-AIS,ANNUAL,618438,PayLater,ACTIVE,ACTIVE,,257,2025-06-23T14:24:48,202506,23-06-2025,3299.0,0.0,Paid
GPS,Market,1089929,NON- AIS,,NON-AIS,ANNUAL,927534,PayLater,ACTIVE,ACTIVE,,257,2025-05-12T10:26:02,202505,15-05-2025,3400.0,0.0,Paid
GPS,Market,1123813,NON- AIS,,NON-AIS,ANNUAL,13235,PayLater,ACTIVE,ACTIVE,,257,2025-06-23T13:05:16,202506,23-06-2025,3449.0,0.0,Paid
GPS,Market,1056334,NON- AIS,,NON-AIS,ANNUAL,25720,Pay999,ACTIVE,ACTIVE,,257,2025-04-03T14:23:42,202504,25-04-2025,3599.0,0.0,Paid
GPS,Market,1048523,NON- AIS,,NON-AIS,ANNUAL,745396,PayLater,ACTIVE,ACTIVE,,257,2025-03-24T13:22:57,202503,24-03-2025,3599.0,0.0,Paid
GPS,Market,1089893,NON- AIS,,NON-AIS,ANNUAL,25720,Pay999,ACTIVE,ACTIVE,,257,2025-05-12T09:26:45,202506,01-06-2025,3699.0,600.0,Paid
GPS,Tele,1072206,NON- AIS,,NON-AIS,ANNUAL,323612,PayLater,ACTIVE,ACTIVE,,257,2025-04-19T18:22:53,202504,19-04-2025,3699.0,300.0,Paid
GPS,Market,1105769,NON- AIS,,NON-AIS,ANNUAL,806735,Regular,ACTIVE,ACTIVE,,257,2025-06-01T12:42:25,202506,01-06-2025,3299.2,0.0,Paid
GPS,Tele,1034724,NON- AIS,,NON-AIS,ANNUAL,487234,PayLater,ACTIVE,ACTIVE,,257,2025-03-06T17:59:40,202503,06-03-2025,3400.0,0.0,Paid
GPS,Market,1035914,NON- AIS,,NON-AIS,ANNUAL,455373,Regular,ACTIVE,ACTIVE,,257,2025-03-08T11:17:27,202503,08-03-2025,3400.0,0.0,Paid
GPS,Market,1120637,NON- AIS,,NON-AIS,ANNUAL,286735,Regular,ACTIVE,ACTIVE,,257,2025-06-19T14:23:54,202506,19-06-2025,3400.0,0.0,Paid
GPS,Market,1111394,NON- AIS,,NON-AIS,ANNUAL,740159,PayLater,ACTIVE,ACTIVE,,257,2025-06-08T10:16:21,202506,14-06-2025,3400.0,0.0,Paid
GPS,Market,1047391,NON- AIS,,NON-AIS,ANNUAL,63977,PayLater,ACTIVE,ACTIVE,,257,2025-03-22T15:38:56,202503,22-03-2025,3299.0,0.0,Paid
GPS,Market,1106806,NON- AIS,,NON-AIS,ANNUAL,657622,PayLater,ACTIVE,ACTIVE,,257,2025-06-02T18:47:37,202506,08-06-2025,3449.0,0.0,Paid
GPS,Market,1061925,NON- AIS,,NON-AIS,ANNUAL,498326,Regular,ACTIVE,ACTIVE,,257,2025-04-09T20:07:41,202504,09-04-2025,3400.0,0.0,Paid
